please,guaranteed,purchase,interested,store,account,customer,bank,sms,club,message,call,nationwide,cost,card,mail,apple,charges,update,today,Number of words,Number of Upper Case Words,Conatins Special Character,Noun,Pronoun,Adjective,Verb,Adverb,Preposition,Conjunction,Size,Number of Digits,Number of Alphabets,Number of Space,Number of Upper case letters,Number of Mathematical symbols,Number of punctuation symbols,Misspelled score,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,SMOGIndex,Phone Number,Email Id,URL present,Self Answering Type msg,Emotions present,Greeting tokens present,Contains visual morphemes,age_of_domain,is_atrate_present,is_hypen_present,number_of_dots,length_of_url,special_symbols_count_in_url,ssl_certifiacte_type,source_code_form_domain_match,apk_download_detection,Label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,1,1,0,1,1,0,41,0,34,7,1,0,0,0,2.28,2.5875,5.49015275,92.965,8.2,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,2,1,0,1,51,0,40,10,1,0,1,9.09,-0.572727273,1.197272727,2.890719636,118.7609091,4.4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,1,0,1,0,2,0,35,1,26,8,1,0,0,0,-1.591111111,-2.8,-1.448726556,122.5,3.6,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,1,2,2,4,2,0,89,2,64,17,2,1,4,27.78,4.541111111,4.84,4.114911889,94.565,9.422222222,8.477225575,0,0,0,1,1,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,1,1,0,0,1,0,51,1,36,8,2,0,6,33.33,-0.572727273,-0.087272727,1.287123909,118.7609091,8.036363636,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,2,1,1,0,1,0,40,0,29,10,3,0,1,0,-2.718181818,-3.512727273,-2.989131364,134.1427273,4.4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0,1,0,0,0,0,0,0,106,3,74,22,74,0,7,30.43,-6.62,5.83826087,2.597511087,183.49,9.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,3,0,1,1,1,3,0,141,1,113,25,19,0,2,7.69,7.711538462,12.22153846,8.842108846,86.08346154,10.4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,2,0,0,0,0,45,0,33,4,1,0,8,80,2.47,-0.887,0.6439763,95.165,8,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,3,2,0,0,1,1,71,0,56,12,1,1,2,15.38,3.355714286,4.746428571,6.025212214,95.93928571,5.6,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,4,0,2,0,2,1,0,1,0,146,29,85,21,17,5,6,22.73,4.095,13.13875,11.14067871,108.45,11.26666667,8.477225575,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,1,1,0,0,35,0,27,7,1,0,1,12.5,-2.145,-1.53375,0.345283125,124.69,3.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0,1,1,0,29,0,22,5,2,0,2,0,-4.431428571,-3.127142857,-1.548026571,139.3014286,2.8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,4,3,3,4,2,0,2,143,1,106,33,3,0,3,8.82,9.185714286,10.46914286,1.329389629,91.54428571,14,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,28,7,0,4,1,2,2,0,1,0,158,14,114,27,28,0,2,7.14,7.13,14.10142857,10.02182629,93.815,14.05714286,10.74596669,1,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,1,0,1,0,0,48,0,38,8,2,0,2,11.11,4.964444444,2.956666667,5.737758,75.5,3.6,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,1,1,0,0,21,0,15,4,2,0,2,20,-1.84,-4.8,-4.078707,117.16,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,1,4,0,1,2,1,92,0,71,19,2,0,2,5,4.01,5.2905,3.59330305,101.935,10,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,1,4,0,1,2,0,136,9,90,25,11,0,12,15.38,7.711538462,9.504230769,5.449887115,86.08346154,15.01538462,12.48683298,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,3,3,0,4,0,2,1,154,16,111,26,7,0,1,7.41,8.925185185,14.22444444,10.76044774,79.16333333,10.8,3,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,2,0,1,1,0,0,32,0,25,7,2,0,0,0,-2.145,-2.71125,-1.124679625,124.69,3.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,1,0,0,43,1,31,8,1,0,3,0,-2.25,-1.358,0.0559912,129.005,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,1,0,2,0,0,48,0,35,8,1,0,5,66.67,-1.07,0.055,1.8199465,120.545,4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,1,0,25,0,20,5,3,0,0,0,-3.416666667,-2.73,-1.132514,130.245,2.4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,19,0,14,2,1,0,3,33.33,-2.62,2.05,1.776074,119.19,1.2,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,4,4,4,5,2,1,0,133,0,89,26,5,0,12,0,5.18,8.295652174,5.665259435,98.89,10.93913043,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,2,0,0,1,0,66,0,52,11,2,0,3,8.33,3.84,4.98,7.212943667,88.905,11.46666667,10.74596669,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,2,2,1,1,0,0,0,58,0,44,10,2,0,4,0,2.645454545,2.91,5.028847273,95.68818182,4.4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,4,3,0,2,3,1,1,119,0,91,22,4,0,6,4.35,7.257692308,8.055,3.640702192,89.33730769,10.4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,1,1,1,0,1,53,1,37,5,2,0,10,100,-2.25,1.468,3.5839018,129.005,4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,1,0,1,0,0,38,0,28,6,1,0,4,28.57,-2.145,-0.945,1.0802645,124.69,3.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,1,1,1,1,0,45,1,33,9,2,0,2,0,-2.718181818,-1.371818182,-0.316471818,134.1427273,4.4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,4,0,6,0,0,2,0,1,2,126,24,72,22,13,1,4,21.74,3.127826087,9.729130435,7.454779304,113.6030435,12.67826087,10.74596669,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,5,0,5,0,1,1,2,99,0,76,19,1,0,4,0,5.19,6.468,5.0632658,93.475,8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,2,0,1,1,2,0,77,0,61,14,2,0,2,6.67,5.993333333,5.224,6.138104733,78.81,8.666666667,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,1,0,1,1,2,0,48,0,37,11,0,0,0,0,-0.093333333,-0.9075,-0.136870083,117.105,4.8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,1,0,1,0,0,0,23,0,19,4,1,0,0,40,2.88,-1.032,0.6251738,83.32,10,8.477225575,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,21,0,13,2,2,0,6,33.33,-6.553333333,0.48,-0.183876333,147.39,1.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,0,2,0,33,0,25,6,1,0,2,0,-2.145,-2.71125,-1.124679625,124.69,3.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,1,2,0,40,0,28,5,1,0,6,33.33,2.311428571,0.91,3.491845714,90.95857143,2.8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,2,0,23,2,14,5,0,0,2,33.33,-5.383333333,-5.87,-5.052414667,144.345,2.4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,3,2,0,5,0,82,0,64,17,1,0,1,5.56,5.852222222,4.316666667,3.461595111,85.165,9.422222222,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,4,3,1,1,0,4,0,109,0,84,21,4,0,4,4.55,5.862727273,7.553636364,5.304659818,92.21409091,8.8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,1,2,0,0,3,0,0,74,0,61,11,8,0,2,0,5.806666667,8.5125,11.62283192,74.805,11.46666667,10.74596669,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,23,0,17,4,1,0,1,20,-1.84,-2.916,-1.7267666,117.16,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2,3,2,0,1,1,0,65,0,52,11,2,0,2,8.33,1.873333333,4.98,7.212943667,103.005,8.133333333,8.477225575,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,0,22,2,13,4,1,3,1,324,1,207,78,23,0,37,18.99,20.12705882,26.97705882,1.749515529,71.87676471,27.2,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,26,1,20,3,1,0,2,75,-5.383333333,-1.945,-0.152538833,144.345,2.4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,1,0,0,0,0,0,0,145,0,113,31,113,0,1,12.5,-3.11,11.2021875,4.037817344,174.355,12.8,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,3,0,0,44,1,34,8,1,0,1,11.11,1.031111111,1.386666667,3.777807667,103.7,3.6,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,2,0,2,0,0,1,0,82,0,58,15,33,1,8,56.25,-1.975,3.64375,3.664450875,137.72,6.4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27,4,0,2,1,2,2,2,3,1,144,10,99,26,12,3,5,22.22,6.84625,10.760625,3.486581313,102.97375,15.3,10.74596669,0,0,1,1,0,0,1,69,1,1,5,74,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,1,4,1,1,0,51,0,38,10,1,0,3,18.18,1.28,-1.162307692,-0.889491846,109.04,5.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,1,0,2,1,0,45,1,33,10,1,0,1,0,1.572727273,-1.371818182,-0.316471818,103.3790909,4.4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,3,1,3,5,1,2,0,152,1,113,30,7,0,8,12.9,10.85823529,11.36235294,3.043776412,77.77205882,15.95294118,10.74596669,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,2,0,1,0,1,42,0,31,7,1,0,3,25,-3.43,-1.829,-0.5319939,137.465,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,2,1,5,2,1,2,0,101,0,75,20,4,0,5,9.52,5.78,6.2325,4.76927325,89.245,8,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,1,0,0,29,0,23,5,1,0,1,0,-2.745714286,-2.454285714,-0.708047857,127.2157143,2.8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,1,2,1,1,0,0,63,0,49,12,2,0,2,30.77,2.187692308,2.823076923,4.085766692,102.5323077,8.276923077,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,9,1,4,3,2,3,0,162,0,117,32,3,1,11,12.12,8.364848485,11.76909091,4.149356212,93.86727273,13.2,3,0,0,0,1,1,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,23,2,0,7,0,1,2,1,2,0,143,24,92,22,21,0,4,13.04,4.666956522,13.82478261,12.56769322,102.5682609,10.93913043,8.477225575,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,2,1,1,0,1,2,0,109,0,69,15,14,0,25,75,4.6625,6.881875,7.706848438,90.1325,8.9,8.477225575,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,21,0,15,3,1,0,3,25,5.246666667,3.62,3.736024333,62.79,1.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,1,0,0,1,38,0,27,7,1,0,3,12.5,-1.06,0.237142857,2.651867,115.13,2.8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,3,1,1,1,0,1,0,49,0,38,11,1,0,0,16.67,0.89,-0.515,0.3531175,110.055,4.8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,2,1,0,31,0,25,5,1,0,1,0,2.483333333,1.195,3.767361833,87.945,9.066666667,8.477225575,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,1,0,0,18,0,14,4,1,0,0,20,-4.2,-5.742,-5.2546772,134.08,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,8,0,7,1,0,0,0,1,1,155,20,101,25,40,0,7,34.62,3.19,12.567,6.928352367,125.625,13.33333333,8.477225575,1,0,1,1,0,1,1,90,1,1,7,54,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,1,2,0,2,0,0,34,0,23,7,2,0,4,0,-2.745714286,-2.454285714,-0.708047857,127.2157143,2.8,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,5,1,1,1,1,1,0,113,0,66,22,16,0,23,4.35,3.1875,5.99875,6.604376375,100.7075,11.4,10.74596669,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,5,2,5,2,0,2,0,119,0,87,23,3,2,5,37.5,3.173076923,7.330384615,2.736109731,118.6219231,13.47692308,10.74596669,0,0,0,1,1,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,3,1,0,0,1,50,4,32,11,2,0,3,25,-0.093333333,-1.3,-0.626857667,117.105,4.8,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,18,0,14,3,1,0,1,0,-5.18,-2.945,-2.6181455,139.325,1.6,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3,1,0,0,2,0,0,47,0,34,8,3,0,5,33.33,-0.28,0.863333333,3.124490889,113.1,8.044444444,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,4,0,5,0,0,2,0,1,2,154,27,93,24,16,1,6,24,5.896153846,13.30846154,10.19899754,99.09884615,13.47692308,10.74596669,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0,0,1,1,38,0,31,7,1,0,0,12.5,3.755,0.82125,3.285208625,82.39,8.2,8.477225575,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,3,0,8,0,4,0,0,0,3,154,19,106,23,14,0,2,37.5,7.045,15.10125,13.59061663,87.3,14.6,12.48683298,1,0,1,0,0,0,1,63,1,1,6,40,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,1,0,2,2,0,51,0,39,11,1,0,1,16.67,-0.535384615,-0.8,-0.437195615,122.0553846,5.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,2,0,0,0,0,32,0,26,6,1,0,0,0,0.625714286,-0.435714286,1.811888286,103.0442857,8.514285714,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6,2,2,2,1,1,0,125,0,99,21,5,0,5,0,9.797391304,10.34347826,8.221716391,65.78565217,14.4173913,12.48683298,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,1,0,0,0,36,0,27,8,1,0,1,0,-2.25,-3.713,-2.8839343,129.005,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,2,0,1,0,0,55,0,43,9,2,0,3,30,4.964444444,5.573333333,9.004341889,75.5,3.6,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,1,1,0,0,23,0,18,4,1,0,1,0,-3.416666667,-4.3,-3.092464333,130.245,2.4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,0,2,0,1,0,35,0,29,6,9,0,0,0,-2.745714286,1.582857143,4.331824429,127.2157143,8.514285714,8.477225575,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,1,1,60,0,46,11,3,0,3,0,0.89,2.625,4.273018167,110.055,4.8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,2,2,0,2,4,0,1,71,0,51,14,2,0,6,0,2.45,1.583125,1.092016063,105.995,6.4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,4,0,0,2,0,82,1,61,19,1,0,1,10,4.01,3.171,0.9473701,101.935,8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,1,0,0,1,1,92,0,73,15,2,0,4,31.25,7.6125,8.059375,9.176811188,68.9825,8.9,8.477225575,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,1,2,3,1,51,1,38,12,1,0,0,7.69,-1.443076923,-0.8,-0.437195615,128.5630769,5.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,22,0,17,4,1,0,1,0,-1.84,-2.916,-1.7267666,117.16,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,4,5,0,4,2,1,2,157,0,118,31,9,0,8,6.25,9.437575758,11.91181818,4.327533515,86.17636364,13.2,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,3,2,2,3,0,81,3,58,16,3,0,4,0,2.574444444,3.531666667,2.481619944,108.665,7.2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,32,0,25,5,1,0,2,0,-2.745714286,-1.108571429,0.971909571,127.2157143,2.8,3,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,8,1,1,3,2,3,0,146,1,109,28,1,0,7,13.79,10.86787879,10.77,2.902115091,75.92181818,15.62424242,10.74596669,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,6,0,5,0,2,0,0,121,0,89,20,4,0,12,19.05,9.457142857,9.031428571,7.709646429,64.66285714,16.01904762,13.95445115,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,1,0,1,0,1,0,40,0,31,8,1,0,1,11.11,-0.28,-0.706666667,1.164540556,113.1,3.6,3,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,1
